"MachineName","LastRunTime","Windows11ReadinessStatus","CommandExecutionStatus","FailureSource","StorageResult","MemoryResult","TPMResult","ProcessorResult","SecureBootResult","OSVersionResult","StorageDetails","MemoryDetails","TPMDetails","ProcessorDetails","SecureBootDetails","OSDetails"
"BU-004373","2025-01-28T23:47:43Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004377","2025-01-28T23:47:50Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004378","2025-01-28T23:47:11Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004414","2025-01-28T23:47:08Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1690
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004416","2025-01-28T23:47:02Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1690
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-HC-REC006","2025-01-28T23:47:10Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=118GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2304
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 165 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"CI-CVCI-REC001","2025-01-28T23:47:13Z","Unsupported","Success","Proc fail","PASS","PASS","PASS","FAIL","PASS","PASS","Storage: OSDiskSize=237GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=2.0, 0, 1.16 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2712
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 9
PlatformId 2} :: FAIL","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"CI-CVCI-REC012","2025-01-28T23:47:09Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=118GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.16 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2112
NumberOfLogicalCores=6
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 10} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"CI-CVCI-RES001","2025-01-28T23:47:12Z","Unsupported","Success","Proc fail","PASS","PASS","PASS","FAIL","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=12GB :: PASS","TPM: TPMVersion=2.0, 0, 1.16 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2712
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 9
PlatformId 2} :: FAIL","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"CI-CVCI-RES007","2025-01-28T23:47:07Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=118GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=6
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 10} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"CI-EC-RES002","2025-01-28T23:47:12Z","Unsupported","Success","Proc fail","PASS","PASS","PASS","FAIL","PASS","PASS","Storage: OSDiskSize=237GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=2.0, 0, 1.16 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2712
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 9
PlatformId 2} :: FAIL","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"CI-ESRM-RES002","2025-01-29T00:12:08Z","Unsupported","Success","TPM Ver, Proc fail","PASS","PASS","FAIL","FAIL","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=1.2, 2, 3 :: FAIL","Processor: {AddressWidth=64
MaxClockSpeed=2501
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 78 Stepping 3} :: FAIL","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"CI-KM-RES002","2025-01-28T23:47:06Z","Unsupported","Success","Proc fail","PASS","PASS","PASS","PASS","PASS","FAIL","Storage: OSDiskSize=118GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=3096
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 11} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: FAIL"
"CI-LMCI-REC003","2025-01-28T23:47:07Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=118GB :: PASS","Memory: System_Memory=12GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=6
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 10} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"RayRSATPC","2025-01-28T23:47:07Z","Unsupported","Success","OS","PASS","PASS","PASS","FAIL","FAIL","PASS","Storage: OSDiskSize=232GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=2.0, 0, 1.16 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=3408
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 9
PlatformId 2} :: FAIL","SecureBoot: Not capable :: FAIL","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"RayTestPC","2025-01-28T23:47:16Z","Unsupported","Success","Proc fail","PASS","PASS","PASS","FAIL","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=2.0, 0, 1.16 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2712
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 9
PlatformId 2} :: FAIL","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
